ID,content
1309050,搞笑又热血，虽然有点理想化。很多熟面孔。
1309050,adam帅屎了
1309050,虽然故事情节有点扯很美国但还算不错
1309050,中规中矩
1309050,不一样的亚当桑德勒
1309050,2009.07.27
1309050,"最近密橄榄球..不错的电影,有笑点"
1309050,打监狱长时的每分每秒都是快乐的。
1309050,一个职业橄榄球选手入狱后，和其他囚犯组建了一支球队与狱警打比赛的故事。球队由各种牛逼轰轰的人物组成，有专门得分的有专门打架的。热血的喜剧片，娱乐性很棒~但由于这一类型的片子实在太多，所以可能留不下太多印象。
1309050,桑德勒的监狱题材喜剧，精致捧腹
1309050,三星的主要原因是不理解橄榄球的乐趣
1309050,不错
1309050,sheishuobuhaokande^
1309050,标准的美国电影。
1309050,太典型的励志片，配角太不出彩了，完全是亚当桑德勒独角戏啊，励志情节也没有被震撼到。
1309050,惊现老友记Monica，越狱Hector和Mahone还有初恋50次男主。
1309050,man版的肖申克救赎？
1309050,属于励志的吗？
1309050,监狱猛男！
1309050,在拉萨看的
1309050,还是比较真实的
1309050,还不错，上学的时候看的。
1309050,笑点足够多，但没头没尾的是怎么回事？
1309050,好喜欢！
1309050,没啥可说的～
1309050,多么娱乐！喜欢
1309050,好多熟脸好多笑点对监狱题材的电影真是特别喜欢
1309050,OST好聽
1309050,消磨时光看相当不错
1309050,25年换一码，的确够长
1309050,監獄打美式足球!!桑德勒是笑點的點綴!!
1309050,TBS播得没完没了
1309050,各种美剧脸！
1309050,马宏==
1309050,雖然很過癮但他們之後的監獄生活應該會很慘...
1309050,在电影频道看的，第一次发现橄榄球还是很有魅力的。
1309050,也不是典型的AdamSandler~他最近考虑转型了?
1309050,罗伯特.施耐德惊艳的很
1309050,蛮开心的，中国需要这样的喜剧
1309050,亚当·桑德勒的电影就是这种感觉，温暖的喜剧，小小的触动，这次是有点励志。
1309050,挺搞笑的，熬夜看完，亚当的搞笑片还是可以的
1309050,好烂的名字。。。。
1309050,其实还蛮好看的
1309050,这种电影里面s了个人总归不好
1309050,"佳片有约,热血橄榄`"
1309050,很喜欢最后的结尾，赢了球，开了心，大家继续滚回去当犯人了。
1309050,我爸妈爱看
1309050,打开电视看电影....
1309050,喜欢这种励志的喜剧
1309050,这是我看过的最好看的橄榄球题材电影，热血沸腾！！！
1309050,2008年第32周CCTV6《佳片有约》
1309050,预热后天的超级碗
1309050,nelly演跑锋真帅橄榄球运动真是吸引人
1309050,老马哟~你
1309050,锁链锁住手脚，却锁不住为了信仰和荣耀而争夺的炽热勇敢的心
1309050,RPG之橄榄球队是怎样组成的~
1309050,我读过很多书，我也算是高学历的知识分子了，但是骨子里还是喜欢这种情义~
1309050,"有Eminem背景音乐,有WWE的职业摔交手,足够了"
1309050,总觉得哪里不对劲
1309050,找到自己喜欢的东西真的很不容易，如果你找到了，那么恭喜你，加倍珍惜把.
1309050,还多好笑~
1309050,被片头吸引了！！想知道为什么就快去看看~
1309050,Maphone
1309050,哇，无敌啦啦队~
1309050,看的激动。体育励志片。思路老套。
1309050,热血，幽默，俗套的故事也可以演绎得很带劲。大爱美式足球。
1309050,又见丧哥==~
1309050,励志
1309050,也不算什么励志吧，只是一个人活了那么久连个朋友都没有？好神奇哦~主要的乐趣来自于监狱的角色的形状很有趣~
1309050,无论多低估的人生都能够再启动
1309050,我有史以来看过的唯一死了人的爆米花喜剧
1309050,人活一口气。
1309050,灵的灵的...
1309050,啦啦队很风骚啊
1309050,亚当很不错的一部片子
1309050,"不仅仅是一部喜剧翻拍电影,很励志"
1309050,一直还蛮喜欢亚当的~
1309050,第一次认识AdamSandler。
1309050,好喜欢亚当桑德勒，搞笑励志片
1309050,娘的..除了亚当桑德勒的大头什么都不记得了!
1309050,Darren说橄榄球赛上就比较不会有球迷暴力事件，因为人们已经观看过打架了......
1309050,搞笑的励志电影
1309050,美国所谓的人权
1309050,2009.1.21在书房跟老公一起看的。没看完，但看过的部分很精彩。期待……
1309050,我喜欢亚当桑德勒说，橄榄球跟乒乓球差不多，就是是蛋形的，跟我的头一样lol!!另外，我的Alexmahone警长太帅！！他年轻时候我必须立马爱上他
1309050,好久没看这么搞笑的片了哈哈~
